('Religionen', 'religionen', 'religion');Hinduismus, hinduismus;[217]
('Religionen', 'religionen', 'religion');Sternpolygon, sternpolygon;[0, 6, 36]
('Religionen', 'religionen', 'religion');der_Tierkreiszeichen, dertierkreiszeichen, babylon;[0, 36, 207, 477, 478]
('Religionen', 'religionen', 'religion');Sternpolygon_vs_gleichförmiges, vergleich, sternpolygonvsgleichfoermiges, vergleichnvs1divn;[87]
('Religionen', 'religionen', 'religion');Messias, messias, heptagramm, hund, messiase, messiasse;[7, 503]
('Religionen', 'religionen', 'religion');gleichförmiges_Polygon, gleichförmigespolygon, gleichfoermigespolygon, nichtsternpolygon, polygon;[16, 37]
('Religionen', 'religionen', 'religion');Vertreter_höherer_Konzepte, vertreterhoehererkonzepte, galaxien, galaxie, schwarzesonne, schwarzesonnen, universum, universen, kreis, kreise, kugel, kugeln;[23]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Lebewesen_Galaxie_am_Besten;[470, 471, 473]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Offenbarung_des_Johannes, offenbarung, offenbarungdesjohannes, johannes, bibel, offenbarungjohannes;[90]
('Inkrementieren', 'inkrementieren');Teilchen-Meta-Physik, addition, identitaet, Identität;[219, 223, 307, 308, 333, 387, 388, 406]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Hochzüchten, hochzüchten, hochzuechten;[318, 319]
('Multiversum', 'multiversum');Teilchen_anderes_Universum;[512]
('Grundstrukturen', 'grundstrukturen');Teilchen_anderes_Universum;[512]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Teilchen_anderes_Universum;[512]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Zusammenhang_Gehirn_Kosmos_Universum;[489]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Zahlenarten;[462]
('Menschliches', 'menschliches');Bestrafung;[463]
('Grundstrukturen', 'grundstrukturen');Bestrafung;[463]
('Menschliches', 'menschliches');weniger_am_Menschen;[464]
('Menschliches', 'menschliches');Erlösung, Erloesung;[465]
('Grundstrukturen', 'grundstrukturen');Erlösung, Erloesung;[465]
('Menschliches', 'menschliches');Gewalt;[466]
('Grundstrukturen', 'grundstrukturen');Gewalt;[466, 479]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Farben;[444]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');künstliches_Leben(15), künstlichesleben, grosseki;[409]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Software-Lizenzen_akademische_Grade, softwarelizenz, akademischeGrade;[422]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Strategie_Taktik(15m8), strategie, taktik;[385]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Universelles_Verhältnis_gleicher_Zahlen, verhaeltnisgleicherzahl;[383]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');universelles_Recht, recht, jura;[382, 34, 65]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');sowas_wie_Kombinieren_Verknüpfen, kombinierenetc;[320]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Hochzüchten, hochzüchten, hochzuechten;[318, 319]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Teilchen-Meta-Physik;[219, 308]
('Teilchen-Meta-Physik', 'teilchen');das_Universelle(15);[219, 308]
('Teilchen-Meta-Physik', 'teilchen');Wirklichkeiten(10), wirklichkeit, wirklichkeiten;[420]
('Teilchen-Meta-Physik', 'teilchen');das_Galaktische(14);[406]
('Teilchen-Meta-Physik', 'teilchen');das_Multiverselle(16);[388, 418]
('Teilchen-Meta-Physik', 'teilchen');die_Tugendsortierung(13_mit_14);[411]
('Teilchen-Meta-Physik', 'teilchen');die_Galaxie_Unterbereiche(13);[223, 307, 412]
('Teilchen-Meta-Physik', 'teilchen');das_Gute_die_Richtung(7);[333]
('Teilchen-Meta-Physik', 'teilchen');Raum_und_Dimensionen(8);[387]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');keine_Nur-Paradigma-Religionen, metaparadigmareligion;[190, 191, 196]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Kugeln_Kreise, kugelnkreise, kugeln, kreise;[77, 145]
('Multiversum', 'multiversum');Raumzeit_Anordnung_mathematisch_universell;[472]
('Multiversum', 'multiversum');Multiversalien(16), multiversalien;[389]
('Multiversum', 'multiversum');Meta-Physik-Teilchen(1), teilchen;[388]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Kugeln_Kreise, kugelnkreise, kugeln, kreise;[77, 145]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');chinesisches_Horoskop, chinesischeshoroskop, china;[91]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');babylonische_Tierkreiszeichen, tierkreiszeichen, babylon;[1, 2]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Thomasevangelium, thomasevangelium, thomas;[0, 3, 303]
('Grundstrukturen', 'grundstrukturen');Netzwerk, netzwerk;[417, 436]
('Grundstrukturen', 'grundstrukturen');Kontroverse(51), kontroverse;[421]
('Grundstrukturen', 'grundstrukturen');mathematisches_Design(32), mathematischesdesign;[419]
('Grundstrukturen', 'grundstrukturen');analytische_Ontologie, analytischeontologie, ontologie;[84]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');analytische_Ontologie, analytischeontologie, ontologie;[84]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Transzendentalien_innen_außen, innenaussenstrukur, strukturalieninnenaußen, strukturalieninnenaussen, innenaußenstrukur, transzendentalieninnenaußen, transzendentalieninnenaussen;[149]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Modallogik, modallogik;[148]
('Operationen', 'operationen');5, fünf, fünfer, fünferstruktur, fuenf, fuenfer, fuenferstruktur;[96]
('Operationen', 'operationen');9, neun, neuner, neunerstruktur;[94]
('Operationen', 'operationen');3, drei, dreier, dreierstruktur;[92, 93, 315, 316]
('Größenordnung', 'groessenordnung', 'strukturgroesse', 'strukturgroeße', 'strukturgrösse', 'strukturgröße', 'groesse', 'stufe', 'organisationen');Licht, licht;[20, 27, 313]
('Grundstrukturen', 'grundstrukturen');Strukturgrösse, Größenordnung, größe, groesse, gross, strukturgroesse, strukturgroeße, strukturgrösse, strukturgröße;[4, 21, 54, 197, 425]
('Größenordnung', 'groessenordnung', 'strukturgroesse', 'strukturgroeße', 'strukturgrösse', 'strukturgröße', 'groesse', 'stufe', 'organisationen');Strukturgrösse, Größenordnung, größe, groesse, gross, strukturgroesse, strukturgroeße, strukturgrösse, strukturgröße;[4, 21, 54, 197, 425]
('Größenordnung', 'groessenordnung', 'strukturgroesse', 'strukturgroeße', 'strukturgrösse', 'strukturgröße', 'groesse', 'stufe', 'organisationen');Organisationen, organisationen, organisation;[30, 82, 425]
('Größenordnung', 'groessenordnung', 'strukturgroesse', 'strukturgroeße', 'strukturgrösse', 'strukturgröße', 'groesse', 'stufe', 'organisationen');politische_Systeme, politischesysteme, politik;[83]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');meta;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');konkret;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Theorie, theorie;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Praxis, praxis;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Management, management, stau;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');verändernd, veraendernd, fluss;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');ganzheitlich, mathematisch_diskret, diskret;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');darüber_hinausgehend, hinausgehend, kontinuierlich;[]
('Primzahlwirkung', 'primzahlwirkung');Universum_Strukturalien_Transzendentalien, universum, strukturalie, strukturalien, transzendentalien, transzendentalie;[]
('Primzahlwirkung', 'primzahlwirkung');Richtung_als_Richtung, richtungrichtung;[]
('Primzahlwirkung', 'primzahlwirkung');Galaxieabsicht, absichtgalaxie, absicht, motive, motiv, absichten, galaxie;[]
('Primzahlwirkung', 'primzahlwirkung');Absicht_Reziproke_Galaxie, absichtgalaxiereziproke, absichtreziproke, motivereziproke, motivreziproke, absichtenreziproke, galaxiereziproke;[]
('Primzahlwirkung', 'primzahlwirkung');Universum_Reziproke, universumreziproke, strukturaliereziproke, strukturalienreziproke, transzendentalienreziproke, transzendentaliereziproke;[]
('Primzahlwirkung', 'primzahlwirkung');Dagegen-Gegentranszendentalie, dagegengegentranszendentalie, dagegengegentranszendentalien, dagegengegenstrukturalien, dagegengegenstrukturalie;[]
('Primzahlwirkung', 'primzahlwirkung');neutrale_Gegentranszendentalie, neutralegegentranszendentalie, neutralegegentranszendentalien, neutralegegenstrukturalien, neutralegegenstrukturalie;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Unternehmung_Geschäft, unternehmen, unternehmung, geschaeft, geschäft;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');wertvoll, wert;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Beherrschen, regieren, beherrschen;[]
('Meta_vs_Konkret(Universum)', 'universummetakonkret');Richtung, richtung, gut;[]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');analytische_Ontologie, analytischeontologie, ontologie;[84]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Gegentranszendentalien, gegentranszendentalien, gegentranszendentalie, gegenstrukturalien, gegenalien, gegenuniversalien;[138, 202]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Systemsachen, systemsachen;[150]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Transzendentalien, transzendentalien, transzendentalie, strukturalien, alien, universalien;[5, 54, 55, 198, 390]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Reziproke_von_Transzendentalien, transzendentalienreziproke, transzendentaliereziproke, strukturalienreziproke, alienreziproke, universalienreziproke;[131, 201]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Netzwerk, netzwerk;[25, 55, 386, 390]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');warum_Transzendentalie_=_Strukturgroesse_=_Charakter, warumtranszendentaliezustrukturgroesseundcharakter;[4, 54, 5, 165]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Kategorie, kategorie;[204, 205, 281]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Raum-Missionen, weltall;[218]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Programmier-Paradigmen, programmierparadigmen;[351]
('Galaxie', 'galaxie', 'alteschriften', 'kreis', 'galaxien', 'kreise');Raum-Missionen, weltall;[218]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Geist_(15), geist;[242, 426]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');warum_Transzendentalie_=_Komplexität_von_Michael_Commons, warumtranszendentaliegleichkomplexitaet;[65, 5, 166]
('Grundstrukturen', 'grundstrukturen');Model_of_Hierarchical_Complexity, modelofhierarchicalcomplexity, komplex, komplexität, komplexitaet, complexity, model, abstraktion;[65, 75, 203, 483]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Model_of_Hierarchical_Complexity, modelofhierarchicalcomplexity, komplex, komplexität, komplexitaet, complexity, model, abstraktion;[65, 75, 203]
('Multiversum', 'multiversum');Model_of_Hierarchical_Complexity, modelofhierarchicalcomplexity, komplex, komplexität, komplexitaet, complexity, model, abstraktion;[65, 75, 203]
('Operationen', 'operationen');2, zwei, gerade, ungerade, alternierung, alternierend, zweierstruktur;[78, 79, 80, 331, 497, 498, 499]
('Operationen', 'operationen');Multiplikation, multiplikation;[158]
('Operationen', 'operationen');4, vier, viererstruktur, viererabfolgen;[76, 77, 81, 104, 145]
('Menschliches', 'menschliches');Gesellschaftsschicht, klasse, klassen;[241]
('Menschliches', 'menschliches');Moral, moral, warummoral;[215, 216]
('Menschliches', 'menschliches');Fachgebiete, fachgebiete, fachbereiche, themen;[183]
('Wirtschaft', 'wirtschaft');Fachgebiete, fachgebiete, fachbereiche, themen;[183]
('Wirtschaft', 'wirtschaft');Pflanzen, pflanzen;[113]
('Wirtschaft', 'wirtschaft');Maschinen, maschinen, maschine, gerät, geräte, geraete, geraet;[89]
('Wirtschaft', 'wirtschaft');Organisationsform, organisationsform, organisationsart, firma, verein;[99]
('Grundstrukturen', 'grundstrukturen');System, system;[69, 70, 440, 455, 476, 513]
('Wirtschaft', 'wirtschaft');System, system;[69, 70, 440, 455, 476, 513]
('Wirtschaft', 'wirtschaft');Erklärung, erklärung, erklaerung;[71]
('Wirtschaft', 'wirtschaft');BWL, bwl;[109]
('Menschliches', 'menschliches');Sinn_des_Lebens, sinndeslebens, lebenssinn, sinn, sinnsuche;[88, 189]
('Menschliches', 'menschliches');Intelligenzprobleme, intelligenzprobleme, intelligenzmaengel, intelligenzmängel;[147]
('Menschliches', 'menschliches');Denkweise_von_Lebewesen, lebewesendenkweise, denkweise;[146]
('Menschliches', 'menschliches');Gegentranszendentalien, gegentranszendentalien, gegenstrukturalien;[138, 139, 202]
('Menschliches', 'menschliches');Gleichheit_Freiheit, gleichheitfreiheit, ungleichheit, dominieren, gleichheit, freiheit;[132, 328, 331, 335]
('Menschliches', 'menschliches');Gefühle, emotionen, gefuehle, emotion, gefühl, gefuehl;[105, 230, 243, 283, 284, 285, 286, 305]
('Menschliches', 'menschliches');Egoismus, egoismus, altruismus, selbstlosigkeit;[136]
('Menschliches', 'menschliches');Wirkung, wirkung;[135]
('Menschliches', 'menschliches');INCELs, incel, incels;[68]
('Menschliches', 'menschliches');irrationale_Zahlen_durch_Wurzelbildung, irrationalezahlendurchwurzelbildung, ausgangslage;[73]
('Menschliches', 'menschliches');dominierendes_Geschlecht, dominierendesgeschlecht, maennlich, männlich, weiblich;[51]
('Menschliches', 'menschliches');Liebe, liebe, ethik;[8, 9, 28, 208, 330]
('Menschliches', 'menschliches');Glaube_Erkenntnis, glauben, erkenntnis, glaube;[59]
('Menschliches', 'menschliches');Angreifbarkeit, angreifbarkeit, angreifbar;[58, 57]
('Grundstrukturen', 'grundstrukturen');Strukturalien_bzw_Meta-Paradigmen_bzw_Transzendentalien(15), Transzendentalien, transzendentalien, transzendentalie, strukturalien, alien, universalien, meta-paradigmen;[5, 229, 131]
('Multiversum', 'multiversum');Strukturalien_bzw_Meta-Paradigmen_bzw_Transzendentalien(15), Transzendentalien, transzendentalien, transzendentalie, strukturalien, alien, universalien, meta-paradigmen;[5, 229, 131]
('Grundstrukturen', 'grundstrukturen');Bedingung_und_Auslöser(1/3), bedingung, bedingungen, auslöser, ausloeser;[338]
('Grundstrukturen', 'grundstrukturen');Lebensbereiche_Problemklassen(28), lebensbereiche, lebensfelder, problemklassen;[405, 415, 416]
('Grundstrukturen', 'grundstrukturen');Maßnahmen(39), massnahmen;[384]
('Grundstrukturen', 'grundstrukturen');Relation_zueinander_reziprok_Universellen(18→n_vs._1/n), relativreziprokuniversell;[350]
('Grundstrukturen', 'grundstrukturen');universeller_Komperativ(18→15), universellerkomperativ;[349]
('Grundstrukturen', 'grundstrukturen');Existenzialien(3), existenzialien;[348]
('Grundstrukturen', 'grundstrukturen');Extremalien(19), extremalien;[347, 352]
('Grundstrukturen', 'grundstrukturen');Erwartungshaltungen(26), erwartungen, erwartungshaltungen;[344]
('Grundstrukturen', 'grundstrukturen');Leidenschaften(21), leidenschaft, leidenschaften;[343]
('Grundstrukturen', 'grundstrukturen');relativer_Zeit-Betrag(15_10_4_18_6), relativerzeitbetrag;[339]
('Grundstrukturen', 'grundstrukturen');Zahlenvergleich(15_18_6), zahlenvergleich;[340]
('Grundstrukturen', 'grundstrukturen');Bestrebungen(1/5), bestrebung, bestrebungen;[332, 414]
('Grundstrukturen', 'grundstrukturen');Prinzipien(1/8), prinzipien;[329, 378]
('Grundstrukturen', 'grundstrukturen');Attraktionen(36), attraktionen;[311]
('Grundstrukturen', 'grundstrukturen');Optimierung(10), optimierung;[310]
('Grundstrukturen', 'grundstrukturen');Themen(6), themen, thema;[309]
('Grundstrukturen', 'grundstrukturen');Bedeutung(10), bedeutung;[306]
('Grundstrukturen', 'grundstrukturen');Reziprokes, reziproke, reziprokes;[42, 131, 204, 231, 273, 257, 284, 285, 205, 281, 326, 327, 328, 329, 330, 331, 332, 334, 335, 338, 416]
('Grundstrukturen', 'grundstrukturen');Achtung(4), achtung, achten;[270, 393]
('Grundstrukturen', 'grundstrukturen');Zeit(4)_als_Wirklichkeit, zeit;[266, 267]
('Grundstrukturen', 'grundstrukturen');Absicht_16_ist_zu_genügen, absicht16;[312]
('Grundstrukturen', 'grundstrukturen');Absicht_17_ist_zu_meinen, absicht17;[263]
('Grundstrukturen', 'grundstrukturen');Absicht_6_ist_Vorteilsmaximierung, absicht6;[262]
('Grundstrukturen', 'grundstrukturen');Absicht_7_ist_Selbstlosigkeit, absicht7;[261]
('Grundstrukturen', 'grundstrukturen');Bewusstheit_statt_Bewusstsein(1), bewusstheit;[282]
('Grundstrukturen', 'grundstrukturen');Verhalten(11), verhalten;[301, 302, 413]
('Grundstrukturen', 'grundstrukturen');Energie_und_universelle_Eigenschaften(30), energie, universelleeigenschaften, lebensenergie;[287, 293]
('Grundstrukturen', 'grundstrukturen');Garben_und_Verhalten_nachfühlen(31), garben, verhaltenfuehlen, verhaltenfühlen;[295]
('Grundstrukturen', 'grundstrukturen');nachvollziehen_emotional_oder_geistig_durch_Primzahl-Kreuz-Algorithmus(15), nachvollziehen;[242, 297]
('Grundstrukturen', 'grundstrukturen');Empathie(37), empathie, mitgefuehl;[294]
('Grundstrukturen', 'grundstrukturen');Absicht_1/6_ist_Reinigung_und_Klarheit, absicht1/6, absicht1pro6;[298]
('Grundstrukturen', 'grundstrukturen');innere_Werte_1/6_der_Reinigung_und_Klarheit, innerewerte;[398, 399, 400, 401]
('Grundstrukturen', 'grundstrukturen');Absicht_10_ist_Wirklichkeit_erkennen, absicht10;[260]
('Grundstrukturen', 'grundstrukturen');Wohlbefinden(7mit6), wohlbefinden;[427, 428]
('Grundstrukturen', 'grundstrukturen');Geist(15), geist, bewusstsein;[229, 231, 242, 273, 297, 304, 426]
('Multiversum', 'multiversum');Geist(15), geist, bewusstsein;[229, 231, 242, 273, 297, 304, 426]
('Grundstrukturen', 'grundstrukturen');Reflexe(3), reflex, reflexe;[256]
('Grundstrukturen', 'grundstrukturen');Lust(9), lust, einheiten;[255, 391]
('Grundstrukturen', 'grundstrukturen');Paradigmen_sind_Absichten(13), paradigmen, absichten;[10, 42, 410, 411, 493, 494]
('Grundstrukturen', 'grundstrukturen');Wirklichkeiten_Wahrheit_Wahrnehmung(10), wirklichkeit, wirklichkeiten, wahrheit, wahrnehmung;[233, 265, 268, 322, 342, 480]
('Grundstrukturen', 'grundstrukturen');Rechnen, rechnen;[404]
('Grundstrukturen', 'grundstrukturen');Stimmungen_Kombinationen(14), stimmung, stimmungen, kombination, kombinationen;[33, 290, 296, 325, 326, 327, 402, 403, 406, 407, 408, 430, 492]
('Multiversum', 'multiversum');Struktur-Wissenschaften(10);[438]
('Multiversum', 'multiversum');Muster-Wissenschaften(20);[439, 484]
('Grundstrukturen', 'grundstrukturen');Anführer_Arten(7);[429, 455, 481, 482, 490, 497, 498, 499, 502, 509]
('Grundstrukturen', 'grundstrukturen');Klassen(20), klasse, klassen;[241, 289, 394, 395, 485, 516]
('Grundstrukturen', 'grundstrukturen');Ordnung_und_Filterung_12_und_1pro12, ordnen, ordnenundfiltern, filtern;[132, 328, 331, 335]
('Grundstrukturen', 'grundstrukturen');Meta-Systeme(12), metasysteme, metasystem, meta-systeme, meta-system, menge, mengen;[232, 288, 334, 410, 411, 483, 79, 80, 497, 498, 499]
('Grundstrukturen', 'grundstrukturen');Absicht_1/8, absicht1pro8, absicht1/8;[272, 379]
('Grundstrukturen', 'grundstrukturen');Ziele(19), ziele, maxima, höhenvorstellungen;[271]
('Grundstrukturen', 'grundstrukturen');Konkreta_und_Focus(2), konkreta, focus, fokus;[250, 269, 253]
('Grundstrukturen', 'grundstrukturen');Gefühle(7), gefuehle, emotionen, emotion, gefühle;[29, 243, 283, 284, 285, 286, 305]
('Grundstrukturen', 'grundstrukturen');abhängige_Verbundenheit(90), abhaengigkeit, abhängigkeit;[357]
('Grundstrukturen', 'grundstrukturen');Karte_Filter_und_Unterscheidung(1/12), karte, filter, unterscheidung;[377]
('Grundstrukturen', 'grundstrukturen');Fundament(1/19), fundament;[356]
('Grundstrukturen', 'grundstrukturen');Gedanken_sind_Positionen(17), positionen, gedanken;[249, 317, 323]
('Grundstrukturen', 'grundstrukturen');Funktionen_Vorstellungen(16), vorstellungen, vorstellung, funktionen;[345, 264, 388, 418]
('Grundstrukturen', 'grundstrukturen');Sollen_Frage_Vorgehensweise(1/13), sollen, frage, vorgehensweise;[353, 354]
('Grundstrukturen', 'grundstrukturen');Ansichten_Standpunkte(18_17), ansichten;[240, 346]
('Grundstrukturen', 'grundstrukturen');Verbundenheiten(18), verbundenheiten;[252, 299, 300, 336]
('Grundstrukturen', 'grundstrukturen');Absicht_13_ist_Helfen, absicht13, helfen;[370]
('Grundstrukturen', 'grundstrukturen');Liebe(7), liebe;[8, 9, 28, 208, 221, 330]
('Grundstrukturen', 'grundstrukturen');Koalitionen(10), koalitionen;[321]
('Grundstrukturen', 'grundstrukturen');gegen_5;[24]
('Grundstrukturen', 'grundstrukturen');Impulse(5), impulse;[251, 253, 257, 341]
('Grundstrukturen', 'grundstrukturen');Triebe_und_Bedürfnisse(6), trieb, triebe, bedürfnis, bedürfnisse, werte;[254, 392, 396, 397, 423]
('Grundstrukturen', 'grundstrukturen');Taetigkeiten, tätigkeiten, taetigkeiten;[424]
('Grundstrukturen', 'grundstrukturen');Reflektion_und_Kategorien(1/15), reflektion, kategorien;[204, 205, 281]
('Grundstrukturen', 'grundstrukturen');Modus_und_Sein(8), zustaende, zustände, modus, modi, sein;[234, 337, 385, 387, 491]
('Menschliches', 'menschliches');Motive, motive, motivation, motiv, absicht, absichten;[10, 18, 42, 167, 168, 149, 229, 230]
('Menschliches', 'menschliches');Gedanken_sind_Positionen(17), positionen, gedanken;[249, 276]
('Menschliches', 'menschliches');Bewusstsein_und_Wahrnehmung, bewusstsein, wahrnehmung;[265, 229, 231, 281, 304, 342]
('Menschliches', 'menschliches');Errungenschaften, errungenschaften, ziele, erhalten;[11, 257, 251]
('Menschliches', 'menschliches');evolutionär_erwerben_und_Intelligenz_Kreativität, evolutionärerwerbenundintelligenz, intelligenz, erwerben, erlernen, lernen, evolutionaer, evolutionär, kreativität, kreativitaet, kreativ;[12, 47, 27, 13, 32]
('Menschliches', 'menschliches');brauchen, benoetigen, benötigen, notwendig;[13, 14]
('Menschliches', 'menschliches');Krankheit, krankheit, krankheiten, pathologisch, pathologie, psychiatrisch;[24]
('Menschliches', 'menschliches');alpha_beta, alphabeta, alpha, beta, omega, sigma;[46]
('Menschliches', 'menschliches');Anführer, anfuehrer, chef;[29, 170, 429, 455, 490, 502, 509]
('Grundstrukturen', 'grundstrukturen');Biologischer_Baum(15);[500]
('Multiversum', 'multiversum');Biologischer_Baum(16_->_5);[500]
('Universum', 'universum', 'transzendentalien', 'strukturalien', 'kugel', 'kugeln', 'ball', 'baelle', 'bälle');Biologischer_Baum(15);[500]
('Menschliches', 'menschliches');Biologischer_Baum(15);[500]
('Menschliches', 'menschliches');Manipulation, manipulation;[153]
('Menschliches', 'menschliches');Berufe, berufe, beruf;[30]
